division,subtype,report_year,count_cleared,count_,clearance_rate,unsolved_crime
D11,Other,2014,9,22,0,13
D11,Theft Over $5000,2014,1,1,1,0
D11,Other,2014,1,1,1,0
D11,Robbery-Financial,2014,1,1,1,0
D11,Break & Enter-House,2014,13,23,0,10
D11,Theft Over $5000,2014,1,1,1,0
D11,Break & Enter-House,2014,6,13,0,7
D11,Theft Over $5000,2014,1,2,0,1
D11,Break & Enter-House,2014,2,7,0,5
D11,Theft Over $5000,2014,0,1,0,1
D11,Robbery-Financial,2014,1,1,1,0
D11,Break & Enter-House,2014,2,8,0,6
D12,Break & Enter-Other,2014,3,4,0,1
D11,Other,2014,12,14,0,2
D12,Auto Theft,2014,6,39,0,33
D11,Theft Over $5000,2014,0,2,0,2
D11,Robbery-Financial,2014,1,1,1,0
D11,Break & Enter-House,2014,0,5,0,5
D12,Fraud,2014,5,21,0,16
D11,Theft Over $5000,2014,1,4,0,3
D12,Auto Theft,2014,2,9,0,7
D11,Other,2014,20,20,1,0
D11,Robbery-Financial,2014,1,1,1,0
D11,Break & Enter-House,2014,2,7,0,5
D12,Fraud,2014,19,42,0,23
D11,Theft Under $5000,2014,1,1,1,0
D12,Auto Theft,2014,3,20,0,17
D11,Other,2014,19,20,0,1
D11,Robbery-Financial,2014,1,1,1,0
D11,Break & Enter-House,2014,5,13,0,8
D12,Fraud,2014,3,6,0,3
D11,Theft Under $5000,2014,256,372,0,116
D12,Auto Theft,2014,1,7,0,6
D11,Other,2014,11,11,1,0
D11,Robbery-Financial,2014,1,1,1,0
D11,Break & Enter-House,2014,3,6,0,3
D11,Theft Under $5000,2014,25,147,0,122
D12,Auto Theft,2014,4,27,0,23
D12,Assault,2014,43,67,0,24
D12,Fraud,2014,6,27,0,21
D11,Other,2014,1,1,1,0
D11,Other,2014,55,56,0,1
D11,Break & Enter-Other,2014,1,3,0,2
D11,Robbery-Financial,2014,1,1,1,0
D11,Theft Under $5000,2014,44,166,0,122
D12,Auto Theft,2014,5,19,0,14
D12,Assault,2014,15,17,0,2
D12,Fraud,2014,5,17,0,12
D11,Other,2014,9,9,1,0
D11,Other,2014,34,37,0,3
D11,Break & Enter-Other,2014,1,4,0,3
D11,Robbery-Other,2014,4,10,0,6
D12,Assault,2014,71,84,0,13
D11,Theft Under $5000,2014,115,252,0,137
D12,Auto Theft,2014,12,47,0,35
D12,Fraud,2014,2,15,0,13
D11,Robbery-Other,2014,6,14,0,8
D11,Theft Under $5000,2014,62,200,0,138
D12,Auto Theft,2014,1,7,0,6
D12,Assault,2014,7,14,0,7
D11,Break & Enter-Other,2014,1,1,1,0
D11,Other,2014,39,43,0,4
D11,Other,2014,6,6,1,0
D12,Auto Theft,2014,12,55,0,43
D12,Assault,2014,20,24,0,4
D11,Break & Enter-Other,2014,0,1,0,1
D11,Other,2014,42,46,0,4
D12,Fraud,2014,0,5,0,5
D11,Robbery-Other,2014,2,24,0,22
D11,Theft Under $5000,2014,9,39,0,30
D11,Other,2014,4,4,1,0
D12,Auto Theft,2014,2,7,0,5
D12,Assault,2014,79,112,0,33
D11,Break & Enter-Other,2014,1,1,1,0
D11,Other,2014,55,57,0,2
D12,Fraud,2014,4,14,0,10
D11,Robbery-Other,2014,5,8,0,3
D11,Theft Under $5000,2014,27,55,0,28
D11,Other,2014,29,30,0,1
D12,Break & Enter-Apartment,2014,3,8,0,5
D12,Assault,2014,31,41,0,10
D11,Break & Enter-Other,2014,1,3,0,2
D11,Other,2014,96,102,0,6
D12,Fraud,2014,8,26,0,18
D11,Robbery-Other,2014,5,20,0,15
D11,Theft Under $5000,2014,3,9,0,6
D11,Other,2014,7,7,1,0
D12,Break & Enter-Apartment,2014,4,5,0,1
D12,Assault,2014,112,153,0,41
D11,Break & Enter-Other,2014,0,5,0,5
D11,Other,2014,17,18,0,1
D12,Fraud,2014,2,11,0,9
D11,Robbery-Other,2014,0,1,0,1
D11,Theft Under $5000,2014,88,106,0,18
D11,Other,2014,7,8,0,1
D12,Break & Enter-Apartment,2014,0,1,0,1
D12,Assault,2014,22,30,0,8
D12,Fraud,2014,13,45,0,32
D11,Break & Enter-Other,2014,1,2,0,1
D12,Fraud,2014,1,3,0,2
D11,Theft Under $5000,2014,73,186,0,113
D11,Break & Enter-Other,2014,1,3,0,2
D12,Other,2014,11,34,0,23
D11,Other,2014,15,15,1,0
D12,Break & Enter-Apartment,2014,6,9,0,3
D11,Robbery-Other,2014,6,8,0,2
D12,Attempt Murder,2014,0,1,0,1
D11,Other,2014,7,11,0,4
D11,Auto Theft,2014,5,7,0,2
D12,Break & Enter-Apartment,2014,1,2,0,1
D11,Robbery-Other,2014,0,4,0,4
D11,Theft Under $5000,2014,69,144,0,75
D12,Other,2014,28,71,0,43
D11,Fraud,2014,1,1,1,0
D11,Other,2014,2,3,0,1
D12,Attempt Murder,2014,4,4,1,0
D11,Auto Theft,2014,4,8,0,4
D12,Break & Enter-Apartment,2014,7,12,0,5
D11,Robbery-Other,2014,1,1,1,0
D11,Theft Under $5000,2014,8,45,0,37
D12,Other,2014,5,14,0,9
D11,Fraud,2014,15,37,0,22
D11,Other,2014,9,9,1,0
D12,Attempt Murder,2014,1,1,1,0
D11,Auto Theft,2014,6,19,0,13
D12,Break & Enter-Apartment,2014,2,2,1,0
D11,Robbery-Other,2014,13,21,0,8
D11,Theft Under $5000,2014,0,1,0,1
D12,Other,2014,14,39,0,25
D11,Fraud,2014,5,19,0,14
D11,Other,2014,83,87,0,4
D12,Other,2014,18,28,0,10
D11,Auto Theft,2014,4,16,0,12
D12,Break & Enter-Apartment,2014,6,10,0,4
D11,Robbery-Other,2014,7,9,0,2
D11,Theft Under $5000,2014,10,51,0,41
D12,Other,2014,5,17,0,12
D11,Fraud,2014,7,37,0,30
D11,Other,2014,30,32,0,2
D12,Other,2014,23,30,0,7
D11,Auto Theft,2014,3,15,0,12
D12,Break & Enter-Apartment,2014,5,10,0,5
D11,Robbery-Other,2014,0,3,0,3
D11,Robbery-Other,2014,0,4,0,4
D11,Sexual Violation,2014,1,1,1,0
D11,Sexual Violation,2014,3,6,0,3
D11,Sexual Violation,2014,5,9,0,4
D11,Sexual Violation,2014,7,12,0,5
D11,Sexual Violation,2014,5,8,0,3
D11,Sexual Violation,2014,12,16,0,4
D11,Sexual Violation,2014,0,2,0,2
D11,Sexual Violation,2014,3,3,1,0
D11,Sexual Violation,2014,1,4,0,3
D11,Sexual Violation,2014,1,1,1,0
D11,Sexual Violation,2014,6,15,0,9
D11,Sexual Violation,2014,3,5,0,2
D11,Sexual Violation,2014,0,2,0,2
D11,Sexual Violation,2014,4,10,0,6
D11,Other,2014,3,3,1,0
D11,Other,2014,1,1,1,0
D11,Other,2014,5,5,1,0
D11,Other,2014,27,27,1,0
D11,Other,2014,7,7,1,0
D11,Other,2014,7,7,1,0
D11,Other,2014,4,4,1,0
D11,Other,2014,3,3,1,0
D11,Other,2014,1,1,1,0
D11,Other,2014,1,1,1,0
D11,Other,2014,5,5,1,0
D11,Other,2014,7,7,1,0
D11,Other,2014,7,7,1,0
D11,Other,2014,9,9,1,0
D11,Fraud,2014,11,27,0,16
D11,Assault,2014,39,61,0,22
D12,Other,2014,11,40,0,29
D12,Break & Enter-Apartment,2014,10,17,0,7
D12,Other,2014,1,2,0,1
D11,Other,2014,10,10,1,0
D11,Fraud,2014,12,30,0,18
D11,Assault,2014,56,73,0,17
D12,Other,2014,3,6,0,3
D12,Break & Enter-Commercial,2014,4,5,0,1
D12,Other,2014,15,18,0,3
D11,Other,2014,57,60,0,3
D11,Fraud,2014,4,8,0,4
D11,Assault,2014,58,80,0,22
D12,Other,2014,7,19,0,12
D12,Break & Enter-Commercial,2014,2,7,0,5
D12,Other,2014,0,1,0,1
D12,Other,2014,6,6,1,0
D12,Other,2014,12,17,0,5
D12,Other,2014,4,4,1,0
D12,Other,2014,4,7,0,3
D12,Other,2014,14,26,0,12
D12,Other,2014,8,11,0,3
D12,Other,2014,28,44,0,16
D12,Other,2014,2,5,0,3
D12,Robbery-Financial,2014,2,2,1,0
D12,Robbery-Financial,2014,1,1,1,0
D12,Robbery-Other,2014,8,14,0,6
D12,Robbery-Other,2014,21,32,0,11
D12,Robbery-Other,2014,3,5,0,2
D12,Robbery-Other,2014,10,32,0,22
D12,Robbery-Other,2014,5,7,0,2
D12,Robbery-Other,2014,12,20,0,8
D12,Robbery-Other,2014,0,2,0,2
D12,Robbery-Other,2014,3,5,0,2
D12,Robbery-Other,2014,21,34,0,13
D12,Robbery-Other,2014,4,13,0,9
D12,Robbery-Other,2014,20,30,0,10
D12,Robbery-Other,2014,3,6,0,3
D12,Sexual Violation,2014,2,5,0,3
D12,Sexual Violation,2014,9,15,0,6
D12,Sexual Violation,2014,0,1,0,1
D12,Sexual Violation,2014,4,8,0,4
D12,Sexual Violation,2014,0,1,0,1
D12,Sexual Violation,2014,6,8,0,2
D12,Sexual Violation,2014,4,5,0,1
D12,Sexual Violation,2014,4,6,0,2
D12,Sexual Violation,2014,2,4,0,2
D12,Sexual Violation,2014,11,19,0,8
D12,Sexual Violation,2014,4,7,0,3
D12,Other,2014,31,80,0,49
D11,Fraud,2014,2,9,0,7
D11,Assault,2014,65,77,0,12
D12,Break & Enter-Commercial,2014,1,4,0,3
D12,Other,2014,12,36,0,24
D11,Fraud,2014,0,2,0,2
D11,Assault,2014,94,123,0,29
D12,Break & Enter-Commercial,2014,1,3,0,2
D12,Other,2014,34,94,0,60
D11,Fraud,2014,5,8,0,3
D11,Assault,2014,0,1,0,1
D12,Break & Enter-Commercial,2014,0,1,0,1
D12,Other,2014,8,23,0,15
D12,Theft Over $5000,2014,1,2,0,1
D12,Theft Over $5000,2014,2,5,0,3
D12,Theft Over $5000,2014,0,1,0,1
D12,Theft Over $5000,2014,1,4,0,3
D12,Theft Over $5000,2014,1,2,0,1
D12,Theft Over $5000,2014,2,7,0,5
D12,Theft Over $5000,2014,1,1,1,0
D12,Theft Over $5000,2014,2,4,0,2
D12,Theft Over $5000,2014,0,1,0,1
D12,Theft Under $5000,2014,12,50,0,38
D12,Theft Under $5000,2014,179,279,0,100
D12,Theft Under $5000,2014,27,56,0,29
D12,Theft Under $5000,2014,24,65,0,41
D12,Theft Under $5000,2014,1,1,1,0
D12,Theft Under $5000,2014,6,21,0,15
D12,Theft Under $5000,2014,14,68,0,54
D12,Theft Under $5000,2014,4,6,0,2
D12,Theft Under $5000,2014,119,197,0,78
D12,Theft Under $5000,2014,27,137,0,110
D12,Theft Under $5000,2014,11,47,0,36
D12,Theft Under $5000,2014,52,166,0,114
D12,Theft Under $5000,2014,2,26,0,24
D12,Assault,2014,38,53,0,15
D12,Assault,2014,57,82,0,25
D12,Assault,2014,13,17,0,4
D11,Other,2014,1,1,1,0
D11,Fraud,2014,7,21,0,14
D11,Assault,2014,23,26,0,3
D11,Other,2014,1,1,1,0
D12,Break & Enter-Commercial,2014,1,2,0,1
D11,Fraud,2014,9,15,0,6
D11,Assault,2014,16,23,0,7
D11,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D12,Break & Enter-Commercial,2014,0,1,0,1
D11,Fraud,2014,0,2,0,2
D11,Assault,2014,3,5,0,2
D11,Other Criminal Violations - Offensive Weapons,2014,5,6,0,1
D12,Break & Enter-Commercial,2014,1,3,0,2
D11,Fraud,2014,5,16,0,11
D11,Assault,2014,5,7,0,2
D11,Other Criminal Violations - Offensive Weapons,2014,8,8,1,0
D12,Break & Enter-Commercial,2014,2,7,0,5
D11,Other,2014,0,2,0,2
D11,Assault,2014,56,69,0,13
D12,Break & Enter-Commercial,2014,2,2,1,0
D11,Other Criminal Violations - Offensive Weapons,2014,6,6,1,0
D11,Other,2014,33,74,0,41
D11,Assault,2014,18,26,0,8
D12,Break & Enter-Commercial,2014,1,6,0,5
D11,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D11,Other,2014,24,67,0,43
D11,Assault,2014,16,21,0,5
D12,Break & Enter-House,2014,2,6,0,4
D11,Other Criminal Violations - Offensive Weapons,2014,7,8,0,1
D11,Other,2014,23,85,0,62
D11,Assault,2014,1,1,1,0
D12,Break & Enter-House,2014,3,9,0,6
D11,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D11,Other,2014,35,77,0,42
D11,Assault,2014,45,54,0,9
D12,Break & Enter-House,2014,1,4,0,3
D11,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D11,Other,2014,40,94,0,54
D11,Attempt Murder,2014,1,1,1,0
D12,Break & Enter-House,2014,1,10,0,9
D11,Other Criminal Violations - Offensive Weapons,2014,6,7,0,1
D11,Other,2014,5,23,0,18
D11,Other,2014,9,13,0,4
D12,Break & Enter-House,2014,2,10,0,8
D11,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D11,Other,2014,6,25,0,19
D11,Other,2014,15,26,0,11
D12,Break & Enter-House,2014,1,3,0,2
D11,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D11,Other,2014,2,9,0,7
D11,Other,2014,15,23,0,8
D12,Break & Enter-House,2014,12,16,0,4
D11,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D11,Other,2014,3,4,0,1
D11,Other,2014,13,15,0,2
D12,Break & Enter-House,2014,5,12,0,7
D11,Other,2014,2,2,1,0
D11,Other,2014,24,74,0,50
D11,Other,2014,15,29,0,14
D12,Break & Enter-House,2014,2,7,0,5
D11,Other,2014,3,3,1,0
D11,Other,2014,5,7,0,2
D11,Other,2014,14,39,0,25
D12,Break & Enter-House,2014,5,6,0,1
D11,Other,2014,3,3,1,0
D11,Other,2014,6,10,0,4
D11,Other,2014,3,4,0,1
D12,Break & Enter-House,2014,2,7,0,5
D11,Other,2014,1,1,1,0
D11,Other,2014,15,45,0,30
D11,Other,2014,0,1,0,1
D12,Break & Enter-Other,2014,1,1,1,0
D11,Other,2014,1,1,1,0
D11,Theft Over $5000,2014,3,6,0,3
D11,Other,2014,4,5,0,1
D12,Break & Enter-Other,2014,1,2,0,1
D11,Other,2014,4,4,1,0
D11,Theft Over $5000,2014,0,5,0,5
D11,Other,2014,0,3,0,3
D12,Break & Enter-Other,2014,0,1,0,1
D11,Other,2014,3,3,1,0
D11,Theft Over $5000,2014,3,8,0,5
D11,Other,2014,15,18,0,3
D12,Break & Enter-Other,2014,0,1,0,1
D11,Other,2014,1,1,1,0
D11,Theft Over $5000,2014,1,4,0,3
D11,Other,2014,6,13,0,7
D12,Break & Enter-Other,2014,0,1,0,1
D11,Other,2014,1,1,1,0
D11,Theft Over $5000,2014,1,2,0,1
D11,Other,2014,2,2,1,0
D12,Break & Enter-Other,2014,0,1,0,1
D12,Other,2014,24,24,1,0
D12,Break & Enter-Other,2014,1,6,0,5
D12,Other,2014,41,42,0,1
D12,Break & Enter-Other,2014,2,2,1,0
D12,Other,2014,8,9,0,1
D12,Other,2014,19,19,1,0
D12,Other,2014,10,11,0,1
D12,Other,2014,52,52,1,0
D12,Other,2014,9,13,0,4
D12,Other,2014,15,16,0,1
D12,Other,2014,36,37,0,1
D12,Other,2014,24,24,1,0
D12,Other,2014,60,63,0,3
D12,Other,2014,13,13,1,0
D12,Auto Theft,2014,3,10,0,7
D11,Auto Theft,2014,3,7,0,4
D11,Auto Theft,2014,0,3,0,3
D11,Auto Theft,2014,0,1,0,1
D11,Auto Theft,2014,0,1,0,1
D11,Auto Theft,2014,2,12,0,10
D11,Auto Theft,2014,7,15,0,8
D11,Auto Theft,2014,2,4,0,2
D11,Auto Theft,2014,7,16,0,9
D11,Break & Enter-Apartment,2014,6,12,0,6
D11,Break & Enter-Apartment,2014,5,11,0,6
D11,Break & Enter-Apartment,2014,4,9,0,5
D11,Break & Enter-Apartment,2014,1,6,0,5
D11,Break & Enter-Apartment,2014,6,19,0,13
D11,Break & Enter-Apartment,2014,3,3,1,0
D11,Break & Enter-Apartment,2014,0,3,0,3
D11,Break & Enter-Apartment,2014,2,2,1,0
D11,Break & Enter-Apartment,2014,7,13,0,6
D11,Break & Enter-Apartment,2014,0,1,0,1
D11,Break & Enter-Apartment,2014,3,6,0,3
D11,Break & Enter-Commercial,2014,0,2,0,2
D11,Break & Enter-Commercial,2014,0,1,0,1
D11,Break & Enter-Commercial,2014,3,10,0,7
D11,Break & Enter-Commercial,2014,3,7,0,4
D11,Break & Enter-Commercial,2014,0,5,0,5
D11,Break & Enter-Commercial,2014,2,5,0,3
D11,Break & Enter-Commercial,2014,0,2,0,2
D11,Break & Enter-Commercial,2014,1,2,0,1
D11,Break & Enter-Commercial,2014,4,13,0,9
D11,Break & Enter-Commercial,2014,3,6,0,3
D11,Break & Enter-Commercial,2014,0,1,0,1
D11,Break & Enter-Commercial,2014,2,4,0,2
D11,Break & Enter-House,2014,0,2,0,2
D11,Break & Enter-House,2014,1,5,0,4
D13,Other,2014,1,1,1,0
D13,Other,2014,24,27,0,3
D13,Other,2014,5,5,1,0
D13,Theft Over $5000,2014,3,5,0,2
D13,Other,2014,6,6,1,0
D13,Other,2014,80,85,0,5
D13,Other,2014,36,37,0,1
D14,Auto Theft,2014,2,13,0,11
D13,Other,2014,18,19,0,1
D13,Other,2014,4,7,0,3
D13,Break & Enter-House,2014,2,12,0,10
D14,Break & Enter-Other,2014,2,4,0,2
D13,Other,2014,22,23,0,1
D13,Theft Over $5000,2014,1,1,1,0
D13,Other Criminal Violations - Offensive Weapons,2014,5,5,1,0
D13,Theft Over $5000,2014,0,2,0,2
D13,Other,2014,12,12,1,0
D14,Auto Theft,2014,5,8,0,3
D14,Break & Enter-Other,2014,0,4,0,4
D13,Other,2014,2,2,1,0
D13,Other Criminal Violations - Offensive Weapons,2014,2,2,1,0
D13,Theft Over $5000,2014,1,3,0,2
D13,Break & Enter-House,2014,9,20,0,11
D13,Other,2014,6,6,1,0
D14,Auto Theft,2014,7,15,0,8
D14,Break & Enter-Other,2014,0,1,0,1
D13,Other,2014,23,29,0,6
D13,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D13,Theft Over $5000,2014,1,2,0,1
D13,Break & Enter-House,2014,2,9,0,7
D13,Other,2014,32,33,0,1
D14,Auto Theft,2014,7,12,0,5
D14,Break & Enter-Other,2014,2,2,1,0
D13,Other,2014,14,19,0,5
D13,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D13,Other,2014,3,3,1,0
D14,Break & Enter-Apartment,2014,5,17,0,12
D13,Theft Over $5000,2014,0,4,0,4
D13,Break & Enter-House,2014,5,15,0,10
D13,Other,2014,6,14,0,8
D14,Fraud,2014,4,25,0,21
D13,Other Criminal Violations - Offensive Weapons,2014,3,3,1,0
D13,Robbery-Financial,2014,0,2,0,2
D13,Break & Enter-House,2014,0,10,0,10
D14,Break & Enter-Apartment,2014,3,6,0,3
D14,Fraud,2014,7,24,0,17
D13,Theft Over $5000,2014,2,3,0,1
D13,Other,2014,1,1,1,0
D13,Other Criminal Violations - Offensive Weapons,2014,1,1,1,0
D13,Robbery-Financial,2014,0,1,0,1
D13,Break & Enter-House,2014,5,17,0,12
D14,Break & Enter-Apartment,2014,1,2,0,1
D14,Fraud,2014,0,4,0,4
D13,Theft Over $5000,2014,1,3,0,2
D13,Other,2014,5,5,1,0
D13,Other Criminal Violations - Offensive Weapons,2014,7,7,1,0
D13,Robbery-Other,2014,4,12,0,8
D13,Break & Enter-House,2014,6,17,0,11
D14,Break & Enter-Apartment,2014,2,16,0,14
D14,Fraud,2014,14,44,0,30
D13,Theft Over $5000,2014,2,2,1,0
D13,Other,2014,11,11,1,0
D13,Other Criminal Violations - Offensive Weapons,2014,2,3,0,1
D13,Robbery-Other,2014,4,13,0,9
D13,Break & Enter-House,2014,5,17,0,12
D14,Break & Enter-Apartment,2014,2,6,0,4
D14,Fraud,2014,1,15,0,14
D13,Theft Over $5000,2014,1,3,0,2
D13,Other,2014,4,4,1,0
D13,Other,2014,5,5,1,0
D13,Robbery-Other,2014,5,8,0,3
D13,Break & Enter-House,2014,1,3,0,2
D14,Break & Enter-Apartment,2014,4,17,0,13
D14,Fraud,2014,8,29,0,21
D13,Theft Over $5000,2014,3,6,0,3
D13,Other,2014,7,11,0,4
D13,Other,2014,3,3,1,0
D13,Robbery-Other,2014,7,15,0,8
D13,Robbery-Other,2014,2,6,0,4
D13,Robbery-Other,2014,0,2,0,2
D13,Robbery-Other,2014,0,3,0,3
D13,Robbery-Other,2014,2,4,0,2
D13,Robbery-Other,2014,0,2,0,2
D13,Robbery-Other,2014,0,1,0,1
D13,Robbery-Other,2014,15,36,0,21
D13,Robbery-Other,2014,3,13,0,10
D13,Robbery-Other,2014,3,11,0,8
D13,Sexual Violation,2014,2,5,0,3
D13,Sexual Violation,2014,3,6,0,3
D13,Sexual Violation,2014,1,1,1,0
D13,Sexual Violation,2014,6,12,0,6
D13,Sexual Violation,2014,3,3,1,0
D13,Sexual Violation,2014,1,2,0,1
D13,Sexual Violation,2014,8,9,0,1
D13,Sexual Violation,2014,1,2,0,1
D13,Sexual Violation,2014,8,13,0,5
D13,Sexual Violation,2014,7,11,0,4
D13,Sexual Violation,2014,1,3,0,2
D13,Other,2014,14,14,1,0
D13,Other,2014,13,13,1,0
D13,Other,2014,5,5,1,0
D13,Other,2014,12,13,0,1
D13,Other,2014,1,1,1,0
D13,Other,2014,2,2,1,0
D13,Other,2014,7,7,1,0
D13,Other,2014,7,7,1,0
D13,Other,2014,10,11,0,1
D13,Other,2014,2,2,1,0
D13,Other,2014,13,13,1,0
D13,Other,2014,4,4,1,0
D13,Other,2014,10,10,1,0
D13,Other,2014,28,32,0,4
D13,Other,2014,28,28,1,0
D13,Other,2014,25,25,1,0
D13,Other,2014,48,51,0,3
D13,Other,2014,2,3,0,1
D13,Other,2014,6,7,0,1
D12,Sexual Violation,2014,8,18,0,10
D13,Other,2014,4,4,1,0
D13,Other,2014,34,35,0,1
D13,Theft Under $5000,2014,52,143,0,91
D14,Break & Enter-Apartment,2014,3,5,0,2
D14,Fraud,2014,10,19,0,9
D12,Sexual Violation,2014,1,1,1,0
D13,Other,2014,1,2,0,1
D13,Other,2014,2,2,1,0
D13,Other,2014,1,1,1,0
D13,Other,2014,7,7,1,0
D13,Other,2014,3,3,1,0
D13,Other,2014,2,2,1,0
D14,Other,2014,21,22,0,1
D14,Other,2014,33,34,0,1
D14,Other,2014,7,7,1,0
D14,Other,2014,31,39,0,8
D14,Other,2014,10,12,0,2
D14,Other,2014,150,151,0,1
D14,Other,2014,14,15,0,1
D14,Other,2014,10,10,1,0
D14,Other,2014,20,21,0,1
D14,Other,2014,66,66,1,0
D14,Other,2014,1,1,1,0
D14,Other,2014,43,44,0,1
D14,Other,2014,34,34,1,0
D14,Other,2014,50,51,0,1
D14,Other,2014,46,47,0,1
D14,Auto Theft,2014,2,8,0,6
D14,Auto Theft,2014,3,8,0,5
D14,Auto Theft,2014,3,5,0,2
D14,Auto Theft,2014,3,10,0,7
D14,Auto Theft,2014,0,3,0,3
D14,Auto Theft,2014,0,1,0,1
D14,Auto Theft,2014,4,13,0,9
D14,Auto Theft,2014,3,8,0,5
D14,Auto Theft,2014,1,1,1,0
D14,Auto Theft,2014,5,14,0,9
D14,Auto Theft,2014,1,9,0,8
D13,Break & Enter-House,2014,1,1,1,0
D13,Theft Under $5000,2014,13,52,0,39
D14,Break & Enter-Apartment,2014,1,1,1,0
D13,Other,2014,10,10,1,0
D12,Other,2014,7,9,0,2
D13,Theft Under $5000,2014,57,99,0,42
D14,Break & Enter-Apartment,2014,3,12,0,9
D13,Break & Enter-House,2014,2,10,0,8
D13,Other,2014,14,14,1,0
D12,Other,2014,22,24,0,2
D13,Theft Under $5000,2014,28,102,0,74
D14,Break & Enter-Apartment,2014,10,20,0,10
D13,Break & Enter-House,2014,3,18,0,15
D13,Auto Theft,2014,3,15,0,12
D13,Auto Theft,2014,4,11,0,7
D13,Auto Theft,2014,0,1,0,1
D13,Auto Theft,2014,6,16,0,10
D13,Auto Theft,2014,0,7,0,7
D13,Auto Theft,2014,1,7,0,6
D13,Auto Theft,2014,0,3,0,3
D13,Auto Theft,2014,3,12,0,9
D13,Auto Theft,2014,0,4,0,4
D13,Auto Theft,2014,1,4,0,3
D13,Auto Theft,2014,7,21,0,14
D13,Auto Theft,2014,2,5,0,3
D13,Auto Theft,2014,3,21,0,18
D13,Break & Enter-Apartment,2014,3,13,0,10
D13,Break & Enter-Apartment,2014,3,5,0,2
D13,Break & Enter-Apartment,2014,1,1,1,0
D13,Break & Enter-Apartment,2014,1,5,0,4
D13,Break & Enter-Apartment,2014,1,3,0,2
D13,Break & Enter-Apartment,2014,2,2,1,0
D13,Break & Enter-Apartment,2014,0,1,0,1
D13,Break & Enter-Apartment,2014,5,10,0,5
D13,Break & Enter-Apartment,2014,0,1,0,1
D13,Break & Enter-Apartment,2014,0,2,0,2
D13,Break & Enter-Apartment,2014,2,10,0,8
D13,Break & Enter-Apartment,2014,1,4,0,3
D13,Break & Enter-Apartment,2014,1,5,0,4
D13,Break & Enter-Commercial,2014,4,15,0,11
D13,Break & Enter-Commercial,2014,2,2,1,0
D13,Break & Enter-Commercial,2014,1,1,1,0
D13,Break & Enter-Commercial,2014,2,9,0,7
D13,Break & Enter-Commercial,2014,0,1,0,1
D13,Break & Enter-Commercial,2014,0,2,0,2
D13,Break & Enter-Commercial,2014,0,2,0,2
D13,Break & Enter-Commercial,2014,0,1,0,1
D13,Break & Enter-Commercial,2014,2,5,0,3
D13,Break & Enter-Commercial,2014,4,8,0,4
D13,Break & Enter-Commercial,2014,1,4,0,3
D14,Fraud,2014,2,10,0,8
D12,Other,2014,3,3,1,0
D13,Theft Under $5000,2014,4,19,0,15
D14,Break & Enter-Apartment,2014,4,14,0,10
D14,Fraud,2014,4,28,0,24
D12,Other,2014,11,13,0,2
D13,Theft Under $5000,2014,3,33,0,30
D13,Break & Enter-House,2014,3,11,0,8
D14,Break & Enter-Apartment,2014,5,16,0,11
D14,Fraud,2014,4,27,0,23
D12,Other,2014,7,7,1,0
D14,Break & Enter-Apartment,2014,9,20,0,11
D13,Break & Enter-Other,2014,0,3,0,3
D13,Theft Under $5000,2014,3,37,0,34
D13,Break & Enter-Other,2014,1,1,1,0
D14,Break & Enter-Apartment,2014,9,19,0,10
D14,Fraud,2014,1,1,1,0
D12,Other,2014,10,11,0,1
D13,Theft Under $5000,2014,23,138,0,115
D13,Break & Enter-Other,2014,0,2,0,2
D14,Break & Enter-Commercial,2014,11,26,0,15
D14,Fraud,2014,10,28,0,18
D12,Other,2014,1,1,1,0
D13,Theft Under $5000,2014,15,26,0,11
D13,Break & Enter-Other,2014,2,5,0,3
D14,Break & Enter-Commercial,2014,5,12,0,7
D14,Fraud,2014,6,14,0,8
D12,Other,2014,2,2,1,0
D13,Theft Under $5000,2014,5,14,0,9
D13,Break & Enter-Other,2014,0,2,0,2
D14,Break & Enter-Commercial,2014,1,1,1,0
D14,Break & Enter-Commercial,2014,6,8,0,2
D14,Break & Enter-Commercial,2014,2,7,0,5
D14,Break & Enter-Commercial,2014,5,17,0,12
D14,Break & Enter-Commercial,2014,6,12,0,6
D14,Break & Enter-Commercial,2014,7,20,0,13
D14,Break & Enter-Commercial,2014,10,16,0,6
D14,Break & Enter-Commercial,2014,15,28,0,13
D14,Break & Enter-Commercial,2014,9,20,0,11
D14,Break & Enter-Commercial,2014,7,21,0,14
D14,Break & Enter-Commercial,2014,5,9,0,4
D14,Break & Enter-House,2014,2,13,0,11
D14,Break & Enter-House,2014,5,20,0,15
D14,Break & Enter-House,2014,3,6,0,3
D14,Break & Enter-House,2014,0,1,0,1
D14,Break & Enter-House,2014,3,9,0,6
D14,Break & Enter-House,2014,2,5,0,3
D14,Break & Enter-House,2014,2,17,0,15
D14,Break & Enter-House,2014,4,5,0,1
